Band,Mean P&L,P&L Std,MAE,RMSE,VaR 95%,CVaR 95%,Average Cost,Average Turnover
0.0,-0.6333502387729872,0.4778503225104095,0.656657415893219,0.7933936322388164,1.5087199572657444,1.8508734504101325,0.6183182936319925,618.3182936319924
0.01,-0.6009333030510777,0.4862641793772974,0.6309535768788331,0.7730289042858325,1.4848835018535824,1.8279627649848138,0.5853517330119477,585.3517330119475
0.02,-0.5468695418912404,0.5139224245112268,0.6009280016153147,0.7504548982209608,1.4602059738916515,1.8002872915092267,0.5297183522298587,529.7183522298587
0.05,-0.4191546464531304,0.6972329988814681,0.6374486150987206,0.8135259506447806,1.6020030575786557,1.9861189574335865,0.3981166181766311,398.11661817663105
0.1,-0.3321724584091484,1.0903878566074725,0.8955377354843638,1.1398614915693113,2.155202325287871,2.720502432443874,0.2997087926503492,299.7087926503492
